order_id,order_number,branch_id,payment_status,completed_at,order_total,proposed_cogs_amount,method,confidence,anomaly_flag,ratio_used_percent,estimation_method,costed_items,missing_cost_items,cogs_account,inventory_account,note
92c3d425-90e1-47b8-a9d3-da83c7c90435,20260131-0022,7de7a3c7-2aa4-442e-852c-45392ca5a8f5,paid,Sat Jan 31 2026 15:25:49 GMT+0200 (توقيت شرق أوروبا الرسمي),9090000,2798295.42,ratio_estimate_branch,low,,30.78,menu_cost_price_then_stock_avg_then_last_purchase,0,1,5001,1100,No direct cost data. Used branch historical COGS ratio (30.78%).
4d1ae284-ac20-48cb-8d27-e0e35d4ee1ab,20260131-0028,7de7a3c7-2aa4-442e-852c-45392ca5a8f5,paid,Sat Jan 31 2026 15:54:31 GMT+0200 (توقيت شرق أوروبا الرسمي),9090000,2798295.42,ratio_estimate_branch,low,,30.78,menu_cost_price_then_stock_avg_then_last_purchase,0,1,5001,1100,No direct cost data. Used branch historical COGS ratio (30.78%).
